"tx_acc1","tx_form","tx_courses","heurstag","tx_tpf","secteur_ensemble","secteur","taille","NAME_FREN","iso3_code"
51.7,100,100,72,2.9,NA,"Activités des services financiers","Ensemble","Lettonie","LVA"
63.8,98.15,97.15,5,2.4,NA,"Activités auxiliaires de services financiers et d'assurance","Ensemble","Lettonie","LVA"
68,100,100,87,2.7,NA,"Activités des organisations associatives","Ensemble","Lettonie","LVA"
38.1,100,100,43,2,NA,"Activités immobilières","Ensemble","Lettonie","LVA"
75.8,100,100,66,2.15,NA,"Activités juridiques et comptables","Ensemble","Lettonie","LVA"
93.15,100,100,60,5,NA,"Activités de location","Ensemble","Lettonie","LVA"
95.15,100,100,34,4.1,NA,"Activités créatives, artistiques et de spectacle","Ensemble","Lettonie","LVA"
40,100,100,81,2.16,NA,"Agriculture, sylviculture et pêche","Ensemble","Lettonie","LVA"
66.12,100,90.9,32,2.18,NA,"Enseignement","Ensemble","Lettonie","LVA"
73.1,96.3,96.3,83,4.1,NA,"Administration publique et santé","Ensemble","Lettonie","LVA"
38.8,98.8,98.8,73,3,NA,"Ensemble des secteurs","1 à 3","Lettonie","LVA"
76.14,100,87.11,63,2.14,NA,"Industries extractives","1 à 3","Lettonie","LVA"
62.14,100,100,97,4.1,NA,"Industries alimentaire","1 à 3","Lettonie","LVA"
54,99.1,98.9,50,3.13,NA,"Fabrication de textiles","1 à 3","Lettonie","LVA"
30.13,51,40.12,88,2.1,NA,"Industrie du papier et du carton","1 à 3","Lettonie","LVA"
41.7,33.7,31.13,13,3,NA,"Cockefaction et raffinage","1 à 3","Lettonie","LVA"
13.14,0,18.14,20,2.14,NA,"Métallurgie","1 à 3","Lettonie","LVA"
-405,0,-540,91,2,NA,"Fabrication de produits informatiques","1 à 3","Lettonie","LVA"
-420,0,-560,82,0.18,NA,"Industrie automobile","1 à 3","Lettonie","LVA"
-435,0,-580,37,0.19,NA,"Fabrication de meubles","1 à 3","Lettonie","LVA"
-450,0,-600,96,1,NA,"Production et distribution d'électricité","1 à 3","Lettonie","LVA"
-465,0,-620,19,0.6,NA,"Construction","1 à 3","Lettonie","LVA"
8.9,9.3,9.3,3,0.6,NA,"Commerce et réparation d'automobiles","1 à 3","Lettonie","LVA"
10.1,20.2,20.2,95,0.8,NA,"Commerce de gros","1 à 3","Lettonie","LVA"
0,0,0,22,0.7,NA,"Commerce de détail","1 à 3","Lettonie","LVA"
14.9,11.3,11.3,77,1,NA,"Transports","1 à 3","Lettonie","LVA"
0,216,216,79,0.12,NA,"Hébergement, Restauration","1 à 3","Lettonie","LVA"
11.11,234,234,28,4.14,NA,"Edition, Production de films cinématographiques","1 à 3","Lettonie","LVA"
9.76,17.8,17.8,68,1.8,NA,"Activités des services financiers","1 à 3","Lettonie","LVA"
9.83,15.1,15.1,67,0.14,NA,"Activités auxiliaires de services financiers et d'assurance","1 à 3","Lettonie","LVA"
14.8,17.3,17.3,15,1.7,NA,"Activités des organisations associatives","1 à 3","Lettonie","LVA"
13.12,29.2,29.2,27,0.9,NA,"Activités immobilières","1 à 3","Lettonie","LVA"
4.8,7.9,7.9,46,0.9,NA,"Activités juridiques et comptables","1 à 3","Lettonie","LVA"
8.1,13.8,13.8,56,2.7,NA,"Activités de location","1 à 3","Lettonie","LVA"
9.14,10,10,47,1.7,NA,"Activités créatives, artistiques et de spectacle","1 à 3","Lettonie","LVA"
37.14,32.6,32.6,45,26,NA,"Agriculture, sylviculture et pêche","1 à 3","Lettonie","LVA"
16.15,23.4,23.4,8,28,NA,"Enseignement","1 à 3","Lettonie","LVA"
25,20.2,20.2,51,2.9,NA,"Administration publique et santé","1 à 3","Lettonie","LVA"
25.8,29.7,29.7,90,3.8,NA,"Ensemble des secteurs","4 à 9","Lettonie","LVA"
23.9,27.11,26.15,10,2.1,NA,"Industries extractives","4 à 9","Lettonie","LVA"
8.7,23.13,23,12,21.12,NA,"Industries alimentaire","4 à 9","Lettonie","LVA"
9.11,14.7,14.7,4,1.6,NA,"Fabrication de textiles","4 à 9","Lettonie","LVA"
17.7,26.8,22.11,65,1.6,NA,"Industrie du papier et du carton","4 à 9","Lettonie","LVA"
12.1,12.2,12.2,6,1,NA,"Cockefaction et raffinage","4 à 9","Lettonie","LVA"
24.11,35.15,32.7,58,2.8,NA,"Métallurgie","4 à 9","Lettonie","LVA"
0,0,0,99,0.6,NA,"Fabrication de produits informatiques","4 à 9","Lettonie","LVA"
2.15,35.8,20.14,85,0.7,NA,"Industrie automobile","4 à 9","Lettonie","LVA"
240,1200,1200,24,0.5,NA,"Fabrication de meubles","4 à 9","Lettonie","LVA"
260,1300,1300,94,0.9,NA,"Production et distribution d'électricité","4 à 9","Lettonie","LVA"
7.1,31.9,22.12,80,0.9,NA,"Construction","4 à 9","Lettonie","LVA"
22,35.7,35.7,21,1.5,NA,"Commerce et réparation d'automobiles","4 à 9","Lettonie","LVA"
22.9,32.7,32.7,100,1.1,NA,"Commerce de gros","4 à 9","Lettonie","LVA"
0,0,0,7,1.5,NA,"Commerce de détail","4 à 9","Lettonie","LVA"
9.14,41.3,41.3,14,3.12,NA,"Transports","4 à 9","Lettonie","LVA"
22.8,44.8,44.8,59,0.14,NA,"Hébergement, Restauration","4 à 9","Lettonie","LVA"
15.14,38,28.11,36,1,NA,"Edition, Production de films cinématographiques","4 à 9","Lettonie","LVA"
11.63,31.5,31.5,17,1.9,NA,"Activités des services financiers","4 à 9","Lettonie","LVA"
11.69,38.1,35.14,44,8.8,NA,"Activités auxiliaires de services financiers et d'assurance","4 à 9","Lettonie","LVA"
15.7,26.14,24.15,52,4.8,NA,"Activités des organisations associatives","4 à 9","Lettonie","LVA"
18.9,48.14,45.13,57,1.2,NA,"Activités immobilières","4 à 9","Lettonie","LVA"
9.15,26.15,19.12,38,1.8,NA,"Activités juridiques et comptables","4 à 9","Lettonie","LVA"
15.9,54,34.14,18,1.7,NA,"Activités de location","4 à 9","Lettonie","LVA"
27.3,27.2,25.12,98,2.13,NA,"Activités créatives, artistiques et de spectacle","4 à 9","Lettonie","LVA"
25.13,29.8,29.1,93,2,NA,"Agriculture, sylviculture et pêche","4 à 9","Lettonie","LVA"
34.52,34.9,32.15,42,2.8,NA,"Enseignement","4 à 9","Lettonie","LVA"
34.56,24.14,23.9,53,2.3,NA,"Administration publique et santé","4 à 9","Lettonie","LVA"
47.11,49.13,47.11,84,2.6,NA,"Ensemble des secteurs","10 à 19","Lettonie","LVA"
18.12,19.9,15.13,9,1.14,NA,"Industries extractives","10 à 19","Lettonie","LVA"
46.9,32.9,27.15,86,2.1,NA,"Industries alimentaire","10 à 19","Lettonie","LVA"
78.13,22.8,21.14,89,4.8,NA,"Fabrication de textiles","10 à 19","Lettonie","LVA"
59.13,43.7,42.14,23,3.1,NA,"Industrie du papier et du carton","10 à 19","Lettonie","LVA"
26.7,34.7,32.9,75,2.9,NA,"Cockefaction et raffinage","10 à 19","Lettonie","LVA"
43,23.7,22.7,31,2.3,NA,"Métallurgie","10 à 19","Lettonie","LVA"
46.14,42.8,40.15,62,2.9,NA,"Fabrication de produits informatiques","10 à 19","Lettonie","LVA"
33.7,34.1,32.15,35,2.6,NA,"Industrie automobile","10 à 19","Lettonie","LVA"
20.14,30.9,28.14,78,6.15,NA,"Fabrication de meubles","10 à 19","Lettonie","LVA"
14.9,331,17.13,29,1.11,NA,"Production et distribution d'électricité","10 à 19","Lettonie","LVA"
30.13,357,40.12,54,2.1,NA,"Construction","10 à 19","Lettonie","LVA"
41.7,33.7,31.13,41,3,NA,"Commerce et réparation d'automobiles","10 à 19","Lettonie","LVA"
13.14,0,18.14,55,2.14,NA,"Commerce de gros","10 à 19","Lettonie","LVA"
-405,0,-540,40,2,NA,"Commerce de détail","10 à 19","Lettonie","LVA"
-420,0,-560,26,0.18,NA,"Transports","10 à 19","Lettonie","LVA"
-435,0,-580,69,0.19,NA,"Hébergement, Restauration","10 à 19","Lettonie","LVA"
-450,0,-600,74,1,NA,"Edition, Production de films cinématographiques","10 à 19","Lettonie","LVA"
-465,0,-620,49,0.6,NA,"Activités des services financiers","10 à 19","Lettonie","LVA"
8.9,9.3,9.3,16,0.6,NA,"Activités auxiliaires de services financiers et d'assurance","10 à 19","Lettonie","LVA"
10.1,20.2,20.2,25,0.8,NA,"Activités des organisations associatives","10 à 19","Lettonie","LVA"
0,0,0,39,0.7,NA,"Activités immobilières","10 à 19","Lettonie","LVA"
14.9,11.3,11.3,48,1,NA,"Activités juridiques et comptables","10 à 19","Lettonie","LVA"
0,216,216,76,0.12,NA,"Activités de location","10 à 19","Lettonie","LVA"
11.11,234,234,71,4.14,NA,"Activités créatives, artistiques et de spectacle","10 à 19","Lettonie","LVA"
9.76,17.8,17.8,64,1.8,NA,"Agriculture, sylviculture et pêche","10 à 19","Lettonie","LVA"
9.83,15.1,15.1,1,0.14,NA,"Enseignement","10 à 19","Lettonie","LVA"
14.8,17.3,17.3,2,1.7,NA,"Administration publique et santé","10 à 19","Lettonie","LVA"
13.12,29.2,29.2,92,0.9,NA,"Ensemble des secteurs","20 à 49","Lettonie","LVA"
4.8,7.9,7.9,33,0.9,NA,"Industries extractives","20 à 49","Lettonie","LVA"
8.1,13.8,13.8,30,2.7,NA,"Industries alimentaire","20 à 49","Lettonie","LVA"
9.14,10,10,70,1.7,NA,"Fabrication de textiles","20 à 49","Lettonie","LVA"
37.14,32.6,32.6,61,26,NA,"Industrie du papier et du carton","20 à 49","Lettonie","LVA"
16.15,23.4,23.4,11,28,NA,"Cockefaction et raffinage","20 à 49","Lettonie","LVA"
25,20.2,20.2,72,2.9,NA,"Métallurgie","20 à 49","Lettonie","LVA"
25.8,29.7,29.7,5,3.8,NA,"Fabrication de produits informatiques","20 à 49","Lettonie","LVA"
23.9,27.11,26.15,87,2.1,NA,"Industrie automobile","20 à 49","Lettonie","LVA"
8.7,23.13,23,43,21.12,NA,"Fabrication de meubles","20 à 49","Lettonie","LVA"
9.11,14.7,14.7,66,1.6,NA,"Production et distribution d'électricité","20 à 49","Lettonie","LVA"
17.7,26.8,22.11,60,1.6,NA,"Construction","20 à 49","Lettonie","LVA"
12.1,12.2,12.2,34,1,NA,"Commerce et réparation d'automobiles","20 à 49","Lettonie","LVA"
24.11,35.15,32.7,81,2.8,NA,"Commerce de gros","20 à 49","Lettonie","LVA"
0,0,0,32,0.6,NA,"Commerce de détail","20 à 49","Lettonie","LVA"
2.15,35.8,20.14,83,0.7,NA,"Transports","20 à 49","Lettonie","LVA"
240,1200,1200,73,0.5,NA,"Hébergement, Restauration","20 à 49","Lettonie","LVA"
260,1300,1300,63,0.9,NA,"Edition, Production de films cinématographiques","20 à 49","Lettonie","LVA"
7.1,31.9,22.12,97,0.9,NA,"Activités des services financiers","20 à 49","Lettonie","LVA"
22,35.7,35.7,50,1.5,NA,"Activités auxiliaires de services financiers et d'assurance","20 à 49","Lettonie","LVA"
22.9,32.7,32.7,88,1.1,NA,"Activités des organisations associatives","20 à 49","Lettonie","LVA"
0,0,0,13,1.5,NA,"Activités immobilières","20 à 49","Lettonie","LVA"
9.14,41.3,41.3,20,3.12,NA,"Activités juridiques et comptables","20 à 49","Lettonie","LVA"
22.8,44.8,44.8,91,0.14,NA,"Activités de location","20 à 49","Lettonie","LVA"
15.14,38,28.11,82,1,NA,"Activités créatives, artistiques et de spectacle","20 à 49","Lettonie","LVA"
11.63,31.5,31.5,37,1.9,NA,"Agriculture, sylviculture et pêche","20 à 49","Lettonie","LVA"
11.69,38.1,35.14,96,8.8,NA,"Enseignement","20 à 49","Lettonie","LVA"
15.7,26.14,24.15,19,4.8,NA,"Administration publique et santé","20 à 49","Lettonie","LVA"
18.9,48.14,45.13,3,1.2,NA,"Ensemble des secteurs","50 à 249","Lettonie","LVA"
9.15,26.15,19.12,95,1.8,NA,"Industries extractives","50 à 249","Lettonie","LVA"
15.9,54,34.14,22,1.7,NA,"Industries alimentaire","50 à 249","Lettonie","LVA"
27,23.9,23.9,77,1.1,NA,"Fabrication de textiles","50 à 249","Lettonie","LVA"
46.9,65.2,65.2,79,3.9,NA,"Industrie du papier et du carton","50 à 249","Lettonie","LVA"
20.9,56.9,52,28,5.14,NA,"Cockefaction et raffinage","50 à 249","Lettonie","LVA"
30.9,21.14,16.7,68,1.4,NA,"Métallurgie","50 à 249","Lettonie","LVA"
32.12,50.14,48.13,67,1.9,NA,"Fabrication de produits informatiques","50 à 249","Lettonie","LVA"
79.14,40.11,39.13,15,1.7,NA,"Industrie automobile","50 à 249","Lettonie","LVA"
13.12,42.13,40,27,3.8,NA,"Fabrication de meubles","50 à 249","Lettonie","LVA"
8.11,36.15,27.11,46,1.37,NA,"Production et distribution d'électricité","50 à 249","Lettonie","LVA"
28.15,67.13,65.11,56,1.4,NA,"Construction","50 à 249","Lettonie","LVA"
41.14,37,37,47,13,NA,"Commerce et réparation d'automobiles","50 à 249","Lettonie","LVA"
22.8,61.9,53.12,45,14,NA,"Commerce de gros","50 à 249","Lettonie","LVA"
32.1,75.15,69.14,8,1.4,NA,"Commerce de détail","50 à 249","Lettonie","LVA"
16.13,43.8,39.11,51,1.4,NA,"Transports","50 à 249","Lettonie","LVA"
25,57.7,53.12,90,1.2,NA,"Hébergement, Restauration","50 à 249","Lettonie","LVA"
10.11,53.8,37.14,10,1.5,NA,"Edition, Production de films cinématographiques","50 à 249","Lettonie","LVA"
58.13,73.15,65.8,12,1.8,NA,"Activités des services financiers","50 à 249","Lettonie","LVA"
20.13,61.1,59.8,4,1.4,NA,"Activités auxiliaires de services financiers et d'assurance","50 à 249","Lettonie","LVA"
21.9,77.8,60.11,65,1.6,NA,"Activités des organisations associatives","50 à 249","Lettonie","LVA"
23.8,72.9,68.14,6,1.9,NA,"Activités immobilières","50 à 249","Lettonie","LVA"
12.7,50.9,39.12,58,1.4,NA,"Activités juridiques et comptables","50 à 249","Lettonie","LVA"
34.11,71.9,65.12,99,2,NA,"Activités de location","50 à 249","Lettonie","LVA"
17.9,56.9,49.9,85,2.7,NA,"Activités créatives, artistiques et de spectacle","50 à 249","Lettonie","LVA"
19.9,74.12,68,24,1.6,NA,"Agriculture, sylviculture et pêche","50 à 249","Lettonie","LVA"
19.6,62.8,55.11,94,1.6,NA,"Enseignement","50 à 249","Lettonie","LVA"
19.7,63,46.13,80,1.6,NA,"Administration publique et santé","50 à 249","Lettonie","LVA"
24.13,67.11,62.11,21,1.9,NA,"Ensemble des secteurs","250 à 499","Lettonie","LVA"
11.11,44.7,31,100,3.7,NA,"Industries extractives","250 à 499","Lettonie","LVA"
17.11,63.1,51.1,7,1.1,NA,"Industries alimentaire","250 à 499","Lettonie","LVA"
39.14,70,63.7,14,2.1,NA,"Fabrication de textiles","250 à 499","Lettonie","LVA"
47.1,78.9,73.11,59,3.8,NA,"Industrie du papier et du carton","250 à 499","Lettonie","LVA"
29.1,69.7,57.26,36,2.8,NA,"Cockefaction et raffinage","250 à 499","Lettonie","LVA"
24.13,58.12,57.28,17,1.15,NA,"Métallurgie","250 à 499","Lettonie","LVA"
44.1,95.7,90.9,44,2.29,NA,"Fabrication de produits informatiques","250 à 499","Lettonie","LVA"
61.8,100,4,52,2.31,NA,"Industrie automobile","250 à 499","Lettonie","LVA"
51.8,93.12,-4,57,3.7,NA,"Fabrication de meubles","250 à 499","Lettonie","LVA"
39.8,91.14,89.14,38,2,NA,"Production et distribution d'électricité","250 à 499","Lettonie","LVA"
40.14,96.7,92.14,18,2.8,NA,"Construction","250 à 499","Lettonie","LVA"
50.15,93.1,93.1,98,2.8,NA,"Commerce et réparation d'automobiles","250 à 499","Lettonie","LVA"
41,97.3,97.3,93,2.3,NA,"Commerce de gros","250 à 499","Lettonie","LVA"
76.9,106,96.1,42,1.14,NA,"Commerce de détail","250 à 499","Lettonie","LVA"
39.11,96.1,92.15,53,2,NA,"Transports","250 à 499","Lettonie","LVA"
47.12,89.9,89.9,84,4.7,NA,"Hébergement, Restauration","250 à 499","Lettonie","LVA"
55.14,106,97.14,9,2.27,NA,"Edition, Production de films cinématographiques","250 à 499","Lettonie","LVA"
42.9,96.11,89.14,86,2.3,NA,"Activités des services financiers","250 à 499","Lettonie","LVA"
36.11,94.7,88.12,89,1.14,NA,"Activités auxiliaires de services financiers et d'assurance","250 à 499","Lettonie","LVA"
42.7,96.11,91.15,23,2.15,NA,"Activités des organisations associatives","250 à 499","Lettonie","LVA"
31.12,91.9,86,75,2,NA,"Activités immobilières","250 à 499","Lettonie","LVA"
40.13,106,96.9,31,2.11,NA,"Activités juridiques et comptables","250 à 499","Lettonie","LVA"
28.14,88.9,74.8,62,1,NA,"Activités de location","250 à 499","Lettonie","LVA"
39.13,89.12,85.15,35,2.8,NA,"Activités créatives, artistiques et de spectacle","250 à 499","Lettonie","LVA"
62.13,100,100,78,3.13,NA,"Agriculture, sylviculture et pêche","250 à 499","Lettonie","LVA"
77.9,100,100,29,2.14,NA,"Enseignement","250 à 499","Lettonie","LVA"
38.12,100,95.1,54,3.8,NA,"Administration publique et santé","250 à 499","Lettonie","LVA"
51.9,88.11,81,41,3.9,NA,"Ensemble des secteurs","500 à 999","Lettonie","LVA"
17.11,67.12,59.14,55,1.39,NA,"Industries extractives","500 à 999","Lettonie","LVA"
22.1,77.8,68.1,40,1.42,NA,"Industries alimentaire","500 à 999","Lettonie","LVA"
44,74.8,66.1,26,2.38,NA,"Fabrication de textiles","500 à 999","Lettonie","LVA"
39.8,89.15,85.8,69,2.41,NA,"Industrie du papier et du carton","500 à 999","Lettonie","LVA"
34.11,94,77.8,74,-0.14,NA,"Cockefaction et raffinage","500 à 999","Lettonie","LVA"
44.15,89.15,85,49,1.14,NA,"Métallurgie","500 à 999","Lettonie","LVA"
37.12,88.13,81.15,16,2.64,NA,"Fabrication de produits informatiques","500 à 999","Lettonie","LVA"
20.9,76.15,69.39,25,2.7,NA,"Industrie automobile","500 à 999","Lettonie","LVA"
28.15,83,69.42,39,3.7,NA,"Fabrication de meubles","500 à 999","Lettonie","LVA"
37,70.12,68.14,48,1.13,NA,"Production et distribution d'électricité","500 à 999","Lettonie","LVA"
23.14,62.13,53.11,76,2.1,NA,"Construction","500 à 999","Lettonie","LVA"
31.1,89.7,80.12,71,2.6,NA,"Commerce et réparation d'automobiles","500 à 999","Lettonie","LVA"
44.1,95.7,90.9,64,2.5,NA,"Commerce de gros","500 à 999","Lettonie","LVA"
61.8,100,4,1,2.7,NA,"Commerce de détail","500 à 999","Lettonie","LVA"
51.8,93.12,-4,2,3.7,NA,"Transports","500 à 999","Lettonie","LVA"
39.8,91.14,89.14,92,2,NA,"Hébergement, Restauration","500 à 999","Lettonie","LVA"
40.14,96.7,92.14,33,2.8,NA,"Edition, Production de films cinématographiques","500 à 999","Lettonie","LVA"
50.15,93.1,93.1,30,2.8,NA,"Activités des services financiers","500 à 999","Lettonie","LVA"
41,97.3,97.3,70,2.3,NA,"Activités auxiliaires de services financiers et d'assurance","500 à 999","Lettonie","LVA"
76.9,106,96.1,61,1.14,NA,"Activités des organisations associatives","500 à 999","Lettonie","LVA"
39.11,96.1,92.15,11,2,NA,"Activités immobilières","500 à 999","Lettonie","LVA"
47.12,89.9,89.9,72,4.7,NA,"Activités juridiques et comptables","500 à 999","Lettonie","LVA"
55.14,106,97.14,5,2.27,NA,"Activités de location","500 à 999","Lettonie","LVA"
42.9,96.11,89.14,87,2.3,NA,"Activités créatives, artistiques et de spectacle","500 à 999","Lettonie","LVA"
36.11,94.7,88.12,43,1.14,NA,"Agriculture, sylviculture et pêche","500 à 999","Lettonie","LVA"
42.7,96.11,91.15,66,2.15,NA,"Enseignement","500 à 999","Lettonie","LVA"
31.12,91.9,86,60,2,NA,"Administration publique et santé","500 à 999","Lettonie","LVA"
40.13,106,96.9,34,2.11,NA,"Ensemble des secteurs","1000 et plus","Lettonie","LVA"
28.14,88.9,74.8,81,1,NA,"Industries extractives","1000 et plus","Lettonie","LVA"
39.13,89.12,85.15,32,2.8,NA,"Industries alimentaire","1000 et plus","Lettonie","LVA"
62.13,100,100,83,3.13,NA,"Fabrication de textiles","1000 et plus","Lettonie","LVA"
77.9,100,100,73,2.14,NA,"Industrie du papier et du carton","1000 et plus","Lettonie","LVA"
38.12,100,95.1,63,3.8,NA,"Cockefaction et raffinage","1000 et plus","Lettonie","LVA"
51.9,88.11,81,97,3.9,NA,"Métallurgie","1000 et plus","Lettonie","LVA"
53.8,102,90.12,50,2.12,NA,"Fabrication de produits informatiques","1000 et plus","Lettonie","LVA"
28.9,93.14,89,88,3,NA,"Industrie automobile","1000 et plus","Lettonie","LVA"
31.13,95.1,89.7,13,3.12,NA,"Fabrication de meubles","1000 et plus","Lettonie","LVA"
50,93.8,78.12,20,1.12,NA,"Production et distribution d'électricité","1000 et plus","Lettonie","LVA"
29.15,93,84,91,2.1,NA,"Construction","1000 et plus","Lettonie","LVA"
43.9,96.14,92.14,82,2.9,NA,"Commerce et réparation d'automobiles","1000 et plus","Lettonie","LVA"
59,98.8,96.9,37,2.9,NA,"Commerce de gros","1000 et plus","Lettonie","LVA"
54.11,88,100,96,0,NA,"Commerce de détail","1000 et plus","Lettonie","LVA"
68.12,87,97.15,19,0,NA,"Transports","1000 et plus","Lettonie","LVA"
41.8,94.14,88.14,3,0,NA,"Hébergement, Restauration","1000 et plus","Lettonie","LVA"
46,100,80.11,95,2.13,NA,"Edition, Production de films cinématographiques","1000 et plus","Lettonie","LVA"
66.11,100,98.8,22,3,NA,"Activités des services financiers","1000 et plus","Lettonie","LVA"
56.15,100,96.12,77,2.5,NA,"Activités auxiliaires de services financiers et d'assurance","1000 et plus","Lettonie","LVA"
66.8,100,100,79,2.8,NA,"Activités des organisations associatives","1000 et plus","Lettonie","LVA"
50.14,86.7,86.7,28,2.3,NA,"Activités immobilières","1000 et plus","Lettonie","LVA"
